ViewYN,PoolPrivateYN,CloseDate,ClosePrice,Latitude,Longitude,LivingArea,CountyOrParish,AttachedGarageYN,ParkingTotal,YearBuilt,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,FireplaceYN,Stories,NewConstructionYN,GarageSpaces,PostalCode,PropertyAgeAtClose
True,True,2025-02-24,975000.0,33.750772,-116.424472,3287.0,Riverside,True,4.0,1964.0,4.0,Rancho Mirage,3.0,2025-02-24,2025-02-24,2025-02-24,True,1.0,False,2.0,92270,61.0
False,True,2025-02-24,1550000.0,34.249709,-118.548623,2768.0,Los Angeles,True,2.0,1962.0,4.0,Northridge,5.0,2025-02-24,2025-02-01,2025-02-01,True,1.0,False,2.0,91324,63.0
True,False,2025-02-21,843000.0,35.3866,-120.852029,1500.0,San Luis Obispo,True,2.0,1952.0,2.0,Morro Bay,3.0,2025-02-21,2025-01-20,2024-11-23,False,2.0,False,2.0,93442,73.0
True,False,2025-02-24,3100000.0,34.133896,-118.490275,2688.0,Los Angeles,False,4.0,1958.0,4.0,Encino,4.0,2025-02-24,2025-02-24,2025-01-25,True,1.0,False,4.0,91436,67.0
True,True,2025-02-21,1400000.0,39.041189,-122.753269,4271.0,Lake,True,7.0,1990.0,5.0,Lucerne,5.0,2025-02-21,2025-01-28,2025-01-28,True,2.0,False,3.0,95458,35.0
False,False,2025-02-21,8120000.0,37.36320467,-122.10757239,5000.0,Santa Clara,True,2.0,2025.0,6.0,Los Altos,5.0,2025-02-21,2025-02-23,2025-02-21,True,1.0,False,2.0,94024,0.0
True,False,2025-02-21,4924000.0,33.62429,-117.854267,3413.0,Orange,True,2.0,1969.0,5.0,Newport Beach,5.0,2025-02-21,2025-01-18,2024-01-18,True,2.0,False,2.0,92660,56.0
True,False,2025-02-21,877500.0,33.08540103,-117.03901393,2300.0,San Diego,False,8.0,1977.0,2.0,Escondido,4.0,2025-02-21,2025-02-21,2025-02-22,False,1.0,False,2.0,92025,48.0
True,True,2025-02-20,1715000.0,34.17505,-118.399965,2538.0,Los Angeles,False,0.0,1948.0,4.0,Valley Village,4.0,2025-02-20,2025-02-20,2025-02-20,True,1.0,False,0.0,91607,77.0
False,False,2025-02-28,1125000.0,37.39000323,-121.82476205,1498.0,Santa Clara,False,2.0,1946.0,2.0,San Jose,3.0,2025-02-28,2025-02-23,2025-02-22,False,1.0,False,2.0,95127,79.0
False,False,2025-02-21,485000.0,38.01385784,-121.89385495,1502.0,Contra Costa,True,1.0,1956.0,2.0,Pittsburg,3.0,2025-02-21,2025-02-21,2025-02-21,True,1.0,False,1.0,94565,69.0
False,False,2025-02-28,685000.0,32.58152289,-117.07294731,1780.0,San Diego,True,4.0,1970.0,3.0,San Diego,4.0,2025-02-28,2025-02-17,2025-01-31,False,1.0,False,2.0,92154,55.0
True,False,2025-02-13,575000.0,32.685428,-117.052113,1702.0,San Diego,True,2.0,1966.0,2.0,San Diego,3.0,2025-02-13,2025-02-03,2025-01-27,False,1.0,False,2.0,92139,59.0
False,True,2025-02-20,1840000.0,33.737656,-117.771829,2287.0,Orange,True,2.0,1997.0,3.0,Irvine,4.0,2025-02-20,2025-02-20,2025-02-20,True,2.0,False,2.0,92602,28.0
False,False,2025-02-26,3800000.0,33.05426396,-117.29798373,2385.0,San Diego,False,4.0,1993.0,3.0,Encinitas,4.0,2025-02-26,2025-02-20,2025-02-20,False,2.0,False,2.0,92024,32.0
False,False,2025-02-20,3200000.0,33.900809,-118.400145,3509.0,Los Angeles,True,2.0,2001.0,4.0,Manhattan Beach,5.0,2025-02-20,2025-01-25,2024-12-16,True,1.0,False,2.0,90266,24.0
True,False,2025-02-27,793500.0,34.109167,-117.652312,1419.0,San Bernardino,False,2.0,1955.0,2.0,Upland,3.0,2025-02-27,2025-02-23,2025-02-19,True,1.0,False,2.0,91786,70.0
True,False,2025-02-19,745000.0,33.742156,-118.296143,1073.0,Los Angeles,False,2.0,1959.0,2.0,San Pedro,3.0,2025-02-19,2025-01-21,2025-01-19,False,1.0,False,2.0,90731,66.0
False,False,2025-02-20,2650000.0,32.68804811,-117.18452191,1164.0,San Diego,True,4.0,1934.0,2.0,Coronado,3.0,2025-02-20,2025-02-20,2025-02-20,False,1.0,False,2.0,92118,91.0
True,False,2025-02-21,2800000.0,34.180607,-119.22753,3019.0,Ventura,False,2.0,1972.0,4.0,Oxnard,4.0,2025-02-21,2025-02-20,2025-02-20,True,2.0,False,2.0,93035,53.0
False,False,2025-02-27,675000.0,34.063505,-117.903249,1840.0,Los Angeles,False,6.0,1956.0,2.0,West Covina,3.0,2025-02-27,2025-02-14,2025-02-07,True,1.0,False,2.0,91791,69.0
False,False,2025-02-20,1080000.0,34.181047,-118.43161,1906.0,Los Angeles,False,2.0,1955.0,2.0,Valley Glen,4.0,2025-02-20,2025-02-19,2025-02-01,True,1.0,False,2.0,91401,70.0
False,False,2025-02-19,2180000.0,37.28652817,-121.92297615,2608.0,Santa Clara,True,2.0,1962.0,3.0,Campbell,3.0,2025-02-19,2025-02-20,2025-02-19,True,1.0,False,2.0,95008,63.0
True,True,2025-02-20,2418000.0,34.147043,-118.358265,2621.0,Los Angeles,False,2.0,1937.0,4.0,Toluca Lake,3.0,2025-02-20,2025-01-30,2025-01-23,True,1.0,False,2.0,91602,88.0
True,False,2025-02-20,2237500.0,37.45666244,-122.26827926,1800.0,San Mateo,True,2.0,1986.0,3.0,Redwood City,3.0,2025-02-20,2025-02-20,2025-02-20,True,1.0,False,2.0,94062,39.0
False,False,2025-02-21,917000.0,37.47484945,-122.13778475,1530.0,San Mateo,True,2.0,1952.0,2.0,East Palo Alto,3.0,2025-02-21,2025-02-19,2025-02-19,True,1.0,False,2.0,94303,73.0
False,False,2025-02-24,365000.0,33.690832,-117.374924,1120.0,Riverside,True,1.0,1977.0,2.0,Lake Elsinore,3.0,2025-02-24,2025-01-30,2025-01-08,False,1.0,False,1.0,92530,48.0
False,False,2025-02-19,2430000.0,33.05753627,-117.23919478,3016.0,San Diego,True,7.0,1981.0,3.0,Encinitas,4.0,2025-02-19,2025-02-18,2025-02-18,False,2.0,False,3.0,92024,44.0
False,False,2025-02-19,940000.0,33.792607000000004,-118.120476,941.0,Los Angeles,False,1.0,1949.0,1.0,Long Beach,2.0,2025-02-19,2025-02-19,2025-02-19,False,1.0,False,1.0,90815,76.0
False,False,2025-02-28,700000.0,32.70981125,-116.80077847,2084.0,San Diego,False,13.0,1991.0,3.0,Jamul,4.0,2025-02-28,2025-01-23,2025-01-16,False,2.0,False,3.0,91935,34.0
False,False,2025-02-19,3135000.0,37.58141345,-122.3762462,2330.0,San Mateo,True,2.0,1933.0,3.0,Burlingame,3.0,2025-02-19,2025-02-19,2025-02-19,True,1.0,False,2.0,94010,92.0
False,False,2025-02-19,1300000.0,37.8086315,-122.22889545,1336.0,Alameda,True,2.0,1955.0,2.0,Oakland,3.0,2025-02-19,2025-02-19,2025-02-19,True,1.0,False,2.0,94610,70.0
False,True,2025-02-19,950000.0,33.800723,-117.979402,1514.0,Orange,True,2.0,1957.0,3.0,Garden Grove,3.0,2025-02-19,2025-01-24,2025-01-16,True,1.0,False,2.0,92841,68.0
False,False,2025-02-19,3850000.0,34.004517,-118.440649,3763.0,Los Angeles,False,1.0,2015.0,5.0,Los Angeles,4.0,2025-02-19,2025-02-19,2025-02-19,True,1.0,False,1.0,90066,10.0
False,False,2025-02-28,585000.0,33.934453999999995,-118.18038500000002,1239.0,Los Angeles,False,2.0,1946.0,2.0,South Gate,3.0,2025-02-28,2025-02-20,2025-02-19,True,1.0,False,2.0,90280,79.0
True,False,2025-02-19,850000.0,33.975916,-118.31654,2249.0,Los Angeles,False,0.0,1929.0,3.0,Los Angeles,5.0,2025-02-19,2025-02-19,2025-02-19,True,1.0,False,0.0,90047,96.0
True,False,2025-02-19,3600000.0,37.49368847,-122.26143302,2380.0,San Mateo,True,2.0,2014.0,4.0,San Carlos,4.0,2025-02-19,2025-02-08,2025-02-01,True,1.0,False,2.0,94070,11.0
False,False,2025-02-18,1525000.0,37.38092946,-121.84762722,2124.0,Santa Clara,True,2.0,1972.0,3.0,San Jose,4.0,2025-02-18,2025-02-18,2025-02-18,True,1.0,False,2.0,95133,53.0
True,False,2025-02-24,2500000.0,34.160112,-118.353642,3107.0,Los Angeles,False,2.0,1938.0,6.0,North Hollywood,5.0,2025-02-24,2025-02-18,2025-02-18,True,2.0,True,2.0,91601,87.0
False,False,2025-02-25,450000.0,33.508990999999995,-117.112872,1636.0,Riverside,True,2.0,1988.0,3.0,Temecula,3.0,2025-02-25,2025-02-17,2025-02-08,True,2.0,False,2.0,92592,37.0
True,False,2025-02-21,3600000.0,34.030165999999994,-117.855539,6378.0,Los Angeles,True,4.0,2024.0,7.0,Walnut,6.0,2025-02-21,2025-02-17,2025-02-16,True,2.0,True,4.0,91789,1.0
True,False,2025-02-18,1750000.0,33.666173,-117.816628,2419.0,Orange,True,2.0,1972.0,3.0,Irvine,5.0,2025-02-18,2025-01-20,2024-12-19,True,1.0,False,2.0,92612,53.0
False,False,2025-02-10,1825000.0,33.11123793,-117.13331339,4025.0,San Diego,True,5.0,2020.0,5.0,Escondido,5.0,2025-02-10,2025-02-10,2025-02-10,True,2.0,False,2.0,92029,5.0
False,False,2025-02-18,1157610.0,34.16338,-118.52875,2475.0,Los Angeles,True,2.0,1950.0,2.0,Tarzana,4.0,2025-02-18,2025-02-18,2025-02-17,False,2.0,False,2.0,91356,75.0
True,False,2025-02-14,1395000.0,33.469196999999994,-117.635925,2248.0,Orange,True,2.0,2000.0,3.0,San Clemente,3.0,2025-02-14,2025-01-13,2025-01-11,True,2.0,False,2.0,92673,25.0
False,False,2025-02-26,850000.0,34.24334,-118.516361,2820.0,Los Angeles,True,2.0,1963.0,3.0,Northridge,4.0,2025-02-26,2025-02-18,2025-02-18,True,2.0,False,2.0,91325,62.0
True,False,2025-02-19,3400000.0,33.721013,-118.07153999999998,2074.0,Orange,True,10.0,1963.0,3.0,Huntington Beach,3.0,2025-02-19,2025-01-29,2025-01-29,True,1.0,False,4.0,92649,62.0
False,False,2025-02-18,1400000.0,33.683657000000004,-118.004428,1970.0,Orange,True,2.0,2002.0,3.0,Huntington Beach,3.0,2025-02-18,2025-02-18,2025-02-13,True,2.0,False,2.0,92648,23.0
False,True,2025-02-10,2000000.0,33.752894,-117.789643,2529.0,Orange,True,2.0,1957.0,4.0,North Tustin,3.0,2025-02-10,2025-02-01,2025-01-20,True,1.0,False,2.0,92705,68.0
False,False,2025-02-27,957000.0,34.155765,-118.61786200000002,1820.0,Los Angeles,False,2.0,1965.0,2.0,Woodland Hills,3.0,2025-02-27,2025-02-18,2025-02-18,True,1.0,False,2.0,91364,60.0
True,True,2025-02-19,2300000.0,34.385179,-118.517253,3756.0,Los Angeles,False,4.0,1955.0,6.0,Newhall,6.0,2025-02-19,2025-02-05,2025-02-05,True,1.0,False,4.0,91321,70.0
False,False,2025-02-24,570000.0,32.74582265,-117.06255148,780.0,San Diego,True,2.0,1951.0,1.0,San Diego,2.0,2025-02-24,2025-02-17,2025-02-10,False,1.0,False,1.0,92115,74.0
True,False,2025-02-26,1549625.0,33.619555,-117.57715,2400.0,Orange,True,4.0,1979.0,3.0,Coto de Caza,4.0,2025-02-26,2025-02-10,2025-01-24,True,2.0,False,2.0,92679,46.0
True,False,2025-02-14,700000.0,34.27832,-118.452466,811.0,Los Angeles,True,1.0,1951.0,1.0,San Fernando,2.0,2025-02-14,2025-01-22,2025-01-21,False,1.0,False,1.0,91340,74.0
True,False,2025-02-18,1714530.0,37.59118594,-122.40850657,1880.0,San Mateo,True,1.0,1964.0,4.0,Millbrae,5.0,2025-02-18,2025-02-17,2025-02-17,True,1.0,False,1.0,94030,61.0
False,False,2025-02-17,619000.0,36.3242396,-121.23552276,1588.0,Monterey,True,2.0,2024.0,3.0,Greenfield,3.0,2025-02-17,2025-02-17,2025-02-17,False,1.0,False,2.0,93927,1.0
False,False,2025-02-20,2400000.0,37.35487,-121.97400897,1446.0,Santa Clara,True,2.0,1956.0,2.0,Santa Clara,3.0,2025-02-20,2025-02-17,2025-02-17,True,1.0,False,2.0,95051,69.0
True,False,2025-02-14,535000.0,35.75725999999999,-120.693734,1519.0,San Luis Obispo,True,2.0,2003.0,2.0,San Miguel,4.0,2025-02-14,2025-01-17,2024-01-17,False,1.0,False,2.0,93451,22.0
False,False,2025-02-14,1118000.0,34.143002,-118.630059,2291.0,Los Angeles,True,2.0,1976.0,3.0,Calabasas,4.0,2025-02-14,2025-02-14,2025-02-14,True,2.0,False,2.0,91302,49.0
True,False,2025-02-11,875000.0,33.853297999999995,-118.239443,2647.0,Los Angeles,True,2.0,1963.0,4.0,Carson,4.0,2025-02-11,2025-02-11,2025-02-11,True,2.0,False,2.0,90746,62.0
False,False,2025-02-28,800000.0,34.166835,-118.632517,1462.0,Los Angeles,False,2.0,1946.0,2.0,Woodland Hills,3.0,2025-02-28,2025-02-15,2025-02-13,True,1.0,False,2.0,91367,79.0
True,False,2025-02-24,4350000.0,36.5536964,-121.9217108,1794.0,Monterey,True,1.0,1999.0,2.0,Carmel,3.0,2025-02-24,2025-02-15,2025-02-15,True,1.0,False,1.0,93921,26.0
True,False,2025-02-15,2500000.0,37.64859271,-122.00725262,3961.0,Alameda,True,3.0,2018.0,5.0,Hayward,5.0,2025-02-15,2025-02-15,2025-02-15,True,2.0,False,3.0,94542,7.0
False,False,2025-02-14,2400000.0,37.21150853,-121.84322209,2209.0,Santa Clara,True,2.0,1969.0,3.0,San Jose,4.0,2025-02-14,2025-02-15,2025-02-14,True,1.0,False,2.0,95120,56.0
True,False,2025-02-25,2465000.0,33.455911,-117.65934,2100.0,Orange,True,2.0,1969.0,2.0,Dana Point,3.0,2025-02-25,2025-02-04,2025-02-02,True,1.0,False,2.0,92624,56.0
False,False,2025-02-27,5528000.0,37.55038549,-122.36853779,3358.0,San Mateo,False,2.0,1955.0,3.0,Hillsborough,4.0,2025-02-27,2025-02-14,2025-02-14,True,1.0,False,0.0,94010,70.0
False,False,2025-02-14,4050000.0,33.05711274,-117.1829664,3797.0,San Diego,True,6.0,2003.0,6.0,Rancho Santa Fe,4.0,2025-02-14,2025-02-14,2025-02-14,True,2.0,False,3.0,92091,22.0
False,False,2025-02-27,345000.0,37.73702042,-121.43409177,715.0,San Joaquin,False,0.0,1946.0,1.0,Tracy,2.0,2025-02-27,2025-02-18,2025-02-14,False,1.0,False,0.0,95376,79.0
False,False,2025-02-13,3003000.0,37.4129023,-122.14006883,1428.0,Santa Clara,True,2.0,1953.0,1.0,Palo Alto,2.0,2025-02-13,2025-02-14,2025-02-13,True,1.0,False,2.0,94306,72.0
True,False,2025-02-14,3250000.0,34.100867,-118.378165,3011.0,Los Angeles,False,2.0,1961.0,4.0,Los Angeles,3.0,2025-02-14,2025-02-14,2025-02-14,True,1.0,False,2.0,90069,64.0
True,False,2025-02-14,1049000.0,36.62673019,-121.83341025,1720.0,Monterey,True,2.0,2003.0,3.0,Seaside,3.0,2025-02-14,2025-02-14,2025-02-14,True,1.0,False,2.0,93955,22.0
False,False,2025-02-14,2450000.0,37.55571347,-121.95353028,1957.0,Alameda,True,2.0,1967.0,2.0,Fremont,3.0,2025-02-14,2025-02-14,2025-02-14,True,1.0,False,2.0,94539,58.0
False,False,2025-02-14,1900000.0,37.31254004,-121.95840946,1120.0,Santa Clara,True,2.0,1955.0,2.0,San Jose,3.0,2025-02-14,2025-02-02,2025-01-24,True,1.0,False,2.0,95117,70.0
True,False,2025-02-14,1615000.0,33.692988,-117.900602,2696.0,Orange,True,3.0,1984.0,3.0,Costa Mesa,4.0,2025-02-14,2025-02-14,2025-02-14,True,2.0,False,3.0,92626,41.0
False,False,2025-02-16,1580000.0,37.50283196,-121.9306341,2163.0,Alameda,True,2.0,1979.0,0.0,Fremont,0.0,2025-02-16,2025-02-15,2025-02-14,True,2.0,False,2.0,94539,46.0
False,False,2025-02-24,1300000.0,32.90614888,-117.09375494,1811.0,San Diego,True,4.0,1971.0,2.0,San Diego,3.0,2025-02-24,2025-02-10,2025-02-09,False,1.0,False,2.0,92131,54.0
True,False,2025-02-14,330000.0,34.357352,-117.623663,882.0,San Bernardino,False,0.0,1959.0,1.0,Wrightwood,2.0,2025-02-14,2025-02-14,2025-02-13,True,1.0,False,0.0,92397,66.0
False,False,2025-02-16,910000.0,37.90348917,-122.29208198,1628.0,Contra Costa,True,1.0,1938.0,2.0,El Cerrito,3.0,2025-02-16,2025-02-15,2025-02-14,True,1.0,False,1.0,94530,87.0
