MLSAreaMajor,Stories,ViewYN,NewConstructionYN,Levels,PoolPrivateYN,BuyerOfficeAOR,GarageSpaces,LotSizeAcres,LotSizeSquareFeet,LotSizeArea,BuyerOfficeName,BuyerAgentFirstName,BuyerAgentMlsId,StreetNumberNumeric,UnparsedAddress,City,YearBuilt,FireplaceYN,BuyerAgentLastName,LivingArea,Latitude,Longitude,BuyerAgentAOR,BathroomsTotalInteger,ClosePrice,CloseDate,PropertyType,MlsStatus,ParkingTotal,PropertySubType,CountyOrParish,BedroomsTotal,StateOrProvince,PurchaseContractDate,ContractStatusChangeDate,PostalCode
VIC - Victorville,1.0,False,False,One,False,CitrusValley,2.0,0.1729,7531.0,7531.0,Pleasant Hill Real Estate Group,Ernesto,CV43934,11287.0,11287 Lancer Lane,Victorville,2023.0,False,De Guzman,2038.0,34.455319,-117.393217,SouthwestRiversideCounty,2.0,559900.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-04-25,2025-06-30,92392
SO - Sherman Oaks,1.0,False,False,One,False,OutOfAreaBoard,2.0,0.1669999999999999,7275.0,7275.0,Equity Union,Aliza,CLW-C123995,13853.0,13853 Chandler Boulevard,Sherman Oaks,1955.0,False,Tesar,1497.0,34.168854,-118.435151,BeverlyHillsGreaterLa,2.0,1250000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-05-22,2025-06-27,91401
69 - Santa Ana South of First,1.0,False,False,One,False,OrangeCounty,2.0,0.1522,6630.0,6630.0,Seven Gables Real Estate,Nickolas,SWHITNIC,3622.0,3622 West Kent Avenue,Santa Ana,1962.0,False,White,1849.0,33.734072,-117.918214,OrangeCounty,2.0,875000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-05-19,2025-06-30,92704
77 - Anaheim Hills,1.0,False,False,One,False,OrangeCounty,2.0,0.1377,6000.0,6000.0,RE/MAX New Dimension,Matthew,SSTRUMAT,124.0,124 N Avenida Palmera,Anaheim,1975.0,False,Strunz,1328.0,33.854989,-117.779429,PacificWest,2.0,1020000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-30,2025-06-30,92807
C18 - Hancock Park-Wilshire,2.0,False,False,Two,False,BeverlyHillsGreaterLa,2.0,0.1552,6760.0,6760.0,"Douglas Elliman of California, Inc.",Marny,CLW-X50899,355.0,355 S Orange Drive,Los Angeles,1924.0,False,Maslon,2267.0,34.067331,-118.342178,BeverlyHillsGreaterLa,3.0,2395000.0,2025-06-30,Residential,Closed,1.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-27,2025-06-30,90036
656 - Sierra Madre,1.0,False,False,One,False,PasadenaFoothills,2.0,0.2157,9396.0,9396.0,Keller Williams Realty,Colin,p24480,470.0,470 E Grandview Avenue,Sierra Madre,1951.0,False,McLaren,1688.0,34.166552,-118.042683,CitrusValley,2.0,1233000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-06-30,2025-06-30,91024
Unknown,1.0,False,False,One,False,BayEast,1.0,0.0716,3120.0,3120.0,Compass,Lennart,CCBE-206539091,33169.0,33169 Lake Oneida St,Fremont,1969.0,False,Persson,880.0,37.58383927,-122.05536353,BayEast,1.0,725000.0,2025-06-27,Residential,Closed,1.0,SingleFamilyResidence,Alameda,2.0,CA,2025-06-04,2025-06-27,94555-1237
VC33 - Oxnard - Southwest / Port Huenem,1.0,False,False,One,False,Downey,2.0,0.13,5662.0,5662.0,MC Pacific Homes,Cinthia,DWMARCCI,3420.0,3420 S C Street Street,Oxnard,1959.0,False,Marcos Arce,1613.0,34.168786,-119.180877,VenturaCoastal,3.0,600000.0,2025-06-29,Residential,Closed,2.0,SingleFamilyResidence,Ventura,4.0,CA,2025-06-29,2025-06-29,93033
"312 - Bermuda Dunes, Myoma",1.0,False,False,Unknown,False,PalmSprings,3.0,0.26,11326.0,11326.0,Non Member Office,GPS Non,CDAR-9999,79465.0,79465 Camelback Drive,Bermuda Dunes,2003.0,False,Member,2825.0,33.742658,-116.27808799999998,CaliforniaDesert,3.0,940000.0,2025-06-29,Residential,Closed,6.0,SingleFamilyResidence,Riverside,3.0,CA,2025-06-29,2025-06-29,92203
263 - Banning/Beaumont/Cherry Valley,1.0,False,False,One,False,TheInlandGateway,3.0,0.15,6534.0,6534.0,COLDWELL BANKER KIVETT-TEETERS,TAMMY,YRUBETAM,5233.0,5233 Hampton Court,Banning,2002.0,False,RUBELIUS,2133.0,33.906751,-116.93692,TheInlandGateway,2.0,600000.0,2025-06-27,Residential,Closed,3.0,SingleFamilyResidence,Riverside,2.0,CA,2025-04-16,2025-06-27,92220
GH - Granada Hills,1.0,False,False,One,False,Claw,2.0,0.2075,9037.0,9037.0,Claw Data Base Mgmt,From Tax,CLW-X00000,15952.0,15952 Kalisher Street,Granada Hills,1955.0,False,Sales Info,1305.0,34.277052000000005,-118.479979,BeverlyHillsGreaterLa,2.0,850000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-05-30,2025-06-27,91344
Unknown,2.0,False,False,Two,False,ContraCosta,1.0,0.1377,6000.0,6000.0,BCRE,Ron,CCBE-213501098,1345.0,1345 Mahoney,Rodeo,1948.0,False,Baniqued,1126.0,38.03178775,-122.2581305,ContraCosta,2.0,500000.0,2025-06-27,Residential,Closed,1.0,SingleFamilyResidence,Contra Costa,2.0,CA,2025-06-27,2025-06-27,94572
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.0537,2338.0,2338.0,Guide Real Estate,Alex,ML129343,7.0,7 Amy Drive,San Mateo,1988.0,False,Lehr,1710.0,37.5223007,-122.33034151,Mlslistings,3.0,1640000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,San Mateo,3.0,CA,2025-06-27,2025-06-26,94403
MC - Mission Viejo Central,2.0,False,False,Two,False,OrangeCounty,2.0,0.1749,7617.0,7617.0,Compass,Ashley,OCBELLASH,24611.0,24611 Spadra Lane,Mission Viejo,1967.0,False,Hyde,2389.0,33.605505,-117.662118,OrangeCounty,4.0,1245000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-27,2025-06-27,92691
321 - Rancho Mirage,1.0,False,False,One,False,OutOfAreaBoard,3.0,0.7,30492.0,30492.0,Compass,Joseph Shane,CLW-X61003,71100.0,71100 N Thunderbird Terrace,Rancho Mirage,2000.0,False,Tourtelot,4312.0,33.753807,-116.424171,CaliforniaDesert,5.0,2200000.0,2025-06-27,Residential,Closed,5.0,SingleFamilyResidence,Riverside,3.0,CA,2025-06-27,2025-06-27,92270
COPN - Copper Hill North,2.0,False,False,Two,False,Southland,2.0,0.6673,29067.0,29067.0,NextHome Real Estate Rockstars,Cherrie,F207094415,22302.0,22302 Cypress Place,Saugus,1989.0,False,Brown,2214.0,34.471137,-118.525555,Southland,3.0,1075000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-06-27,2025-06-27,91390
FR - Forster Ranch,2.0,False,False,Two,False,OrangeCounty,3.0,0.1668,7266.0,7266.0,Re/Max Coastal Homes,Shelly,SREYLMIC,2621.0,2621 Canto Rompeolas,San Clemente,2004.0,False,Reyland,3528.0,33.457991,-117.616054,OrangeCounty,5.0,2600000.0,2025-06-27,Residential,Closed,5.0,SingleFamilyResidence,Orange,5.0,CA,2025-06-27,2025-06-27,92673
87 - La Habra,2.0,False,False,Two,False,Claw,2.0,0.1656,7215.0,7215.0,Non-Participant Office,Subscriber,CLW-X99999,540.0,540 E Montwood Avenue,La Habra,1963.0,False,Non,2157.0,33.913865,-117.939643,BeverlyHillsGreaterLa,3.0,1200000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-27,2025-06-27,90631
NP - Balboa Peninsula,1.0,False,False,One,False,Newport,2.0,0.0517,2250.0,2250.0,Compass,Michael,NP60914,3206.0,3206 W Oceanfront,Newport Beach,1949.0,False,Taormina,684.0,33.614389,-117.933827,Newport,1.0,4150000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Orange,2.0,CA,2025-06-27,2025-06-27,92663
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1625,7080.0,7080.0,Coldwell Banker Realty,Amy,ML5090690,4955.0,4955 Bela Drive,San Jose,1959.0,False,Yang,1585.0,37.29970111,-121.98820324,Mlslistings,2.0,2800000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-06-27,2025-06-27,95129
Unknown,2.0,False,False,Two,False,BayEast,2.0,0.1615,7035.0,7035.0,Pacific Realty Partners,Rohit K.,CCBE-206534292,3556.0,3556 Touriga Dr,Pleasanton,1970.0,False,Pathak,2456.0,37.65850545,-121.85272509,BayEast,3.0,1900000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Alameda,5.0,CA,2025-06-27,2025-06-27,94566
LAC - Lancaster,2.0,False,False,Two,False,OutOfAreaBoard,3.0,0.2195,9563.0,9563.0,Real Broker,Leonardo,CLW-C140680,44757.0,44757 Ranchwood Ave.,Lancaster,1997.0,False,Bacani,2392.0,34.696490000000004,-118.183393,HighDesert,3.0,520000.0,2025-06-25,Residential,Closed,3.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-05-22,2025-06-25,93536
WLA - West Los Angeles,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.1155,5033.0,5033.0,Compass,Max,CLW-C139552,2527.0,2527 Amherst Avenue,Los Angeles,2017.0,False,Rubinstein,2420.0,34.025853999999995,-118.448939,Malibu,4.0,2250000.0,2025-06-27,Residential,Closed,1.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-27,2025-06-27,90064
92078 - San Marcos,1.0,False,False,One,False,SanDiego,2.0,0.1699,7400.0,7200.0,Keller Williams San Diego Metro,Gary,SAND-705893,1803.0,1803 Towhee St,San Marcos,1967.0,False,Lawrence,1753.0,33.11538255,-117.22832148,SanDiego,3.0,950000.0,2025-06-26,Residential,Closed,6.0,SingleFamilyResidence,San Diego,3.0,CA,2025-06-13,2025-06-26,92078
Unknown,1.0,False,False,Unknown,False,Unknown,2.0,0.0688,2996.0,2996.0,Unknown,Jia Ling,ML1600151,1566.0,1566 23rd Avenue,San Francisco,1940.0,False,Li,1525.0,37.75841711,-122.48073275,Mlslistings,2.0,1450000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,San Francisco,3.0,CA,2025-06-26,2025-06-26,94122
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,0.0,0.4370000000000001,19036.0,19036.0,David Lyng Real Estate,Nicole,ML5095587,2642.0,2642 Monterey Avenue,Soquel,1963.0,False,Wood,2800.0,36.98508938,-121.93999055,Mlslistings,2.0,1625000.0,2025-06-25,Residential,Closed,4.0,SingleFamilyResidence,Santa Cruz,3.0,CA,2025-06-26,2025-06-25,95073
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,1.0,0.1149,5005.0,5005.0,Coldwell Banker Realty,Carrie,ML5064460,1747.0,1747 Begen Avenue,Mountain View,1952.0,False,Davis,2013.0,37.37198797,-122.0850945,Mlslistings,3.0,3800000.0,2025-06-26,Residential,Closed,1.0,SingleFamilyResidence,Santa Clara,3.0,CA,2025-06-26,2025-06-26,94040
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1377,6000.0,6000.0,Coldwell Banker Realty,Matt,ML5083089,131.0,131 Francisco Street,El Granada,1938.0,False,Aragoni,780.0,37.50499669,-122.47692883,Mlslistings,1.0,1090000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,San Mateo,2.0,CA,2025-06-26,2025-06-26,94018
LNLAK - Lake Area,2.0,False,False,Two,False,SouthwestRiversideCounty,3.0,0.1624,7072.0,7072.0,Coldwell Banker Realty-Dana Point/San Clemente,Nelson,SWCOBUNEL,24041.0,24041 Lapwing Lane,Laguna Niguel,1988.0,False,Coburn,3283.0,33.545041999999995,-117.710513,OrangeCounty,3.0,1720000.0,2025-06-26,Residential,Closed,3.0,SingleFamilyResidence,Orange,4.0,CA,2025-06-26,2025-06-26,92677
WHLL - Woodland Hills,1.0,False,False,One,False,Southland,2.0,0.2281,9937.0,9937.0,Keller Williams Luxury,Doreen,SR207066338,23026.0,23026 Dolorosa Street,Woodland Hills,1966.0,False,Varon,1513.0,34.169415,-118.628567,Southland,2.0,1206000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-26,2025-06-27,91367
267 - Loma Linda,1.0,False,False,One,False,CitrusValley,2.0,0.2314,10080.0,10080.0,Century 21 Masters,Amy,c22767,11580.0,11580 Hillcrest Street,Loma Linda,1976.0,False,Heffelfinger,2970.0,34.043254,-117.25788500000002,CitrusValley,3.0,850000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-06-26,2025-06-26,92354
Unknown,1.0,False,False,One,False,Mrmls,2.0,0.1372,5978.0,5978.0,Powerhouse Realty,Pete,NONMEMBER,457.0,457 Tashima Court,Livingston,2008.0,False,Vega,1496.0,37.380637,-120.735097,MercedCounty,2.0,440000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Merced,3.0,CA,2025-06-02,2025-06-27,95334
Unknown,1.0,False,False,One,False,SierraNorthValley,2.0,0.54,23522.0,23522.0,Keller Williams Realty Chico Area,Sheri,CHSHERI,1797.0,1797 El Toro Court,Paradise,2025.0,False,Palade,2080.0,39.785835,-121.576586,SierraNorthValley,3.0,615000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,Butte,4.0,CA,2025-06-26,2025-06-26,95969
659 - Sunland/Tujunga,1.0,False,False,One,False,PacificWest,2.0,0.1435,6252.0,6252.0,Keller Williams Realty Irvine,Stephen,pwjeonste,8048.0,8048 Wentworth Street,Sunland,1955.0,False,Jeong,1154.0,34.266698,-118.308805,PacificWest,2.0,650000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-26,2025-06-26,91040
PRNE - PR North 46-East 101,1.0,False,False,One,False,NorthSanLuisObispo,2.0,0.1544,6727.0,6727.0,Vineyard Professional Real Estate,Brittany,NS02091924,680.0,680 Malbec Lane,Paso Robles,2022.0,False,Thompson,2132.0,35.652148,-120.68421,NorthSanLuisObispo,2.0,935000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,San Luis Obispo,3.0,CA,2025-06-26,2025-06-26,93446
VC43 - Las Posas Estates,2.0,False,False,Two,False,VenturaCoastal,3.0,0.1613,7028.0,7028.0,RE/MAX Gold Coast REALTORS,Miguel,v211507915,631.0,631 Corte Estrella,Camarillo,2001.0,False,Arteaga,2863.0,34.226119,-119.07966299999998,VenturaCoastal,3.0,1411000.0,2025-06-26,Residential,Closed,3.0,SingleFamilyResidence,Ventura,4.0,CA,2025-06-26,2025-06-26,93010
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.2165,9430.0,9430.0,Century 21 Showcase Realtors,Elizabeth,ML5076840,67.0,67 Norman Way,Salinas,1962.0,False,Gomez,1115.0,36.72882348,-121.63533838,Mlslistings,2.0,620000.0,2025-06-26,Residential,Closed,4.0,SingleFamilyResidence,Monterey,3.0,CA,2025-06-26,2025-06-26,93906
92003 - Bonsall,1.0,False,False,One,False,OrangeCounty,6.0,5.0,217800.0,217800.0,Great Park Realty,Jack,OCDAMAJAC,31418.0,31418 Calle De Talar,Bonsall,2013.0,False,Damaola,4007.0,33.284779,-117.167414,OrangeCounty,4.0,1750000.0,2025-06-27,Residential,Closed,6.0,SingleFamilyResidence,San Diego,5.0,CA,2025-06-26,2025-06-27,92003
670 - Whittier,1.0,False,False,One,False,OrangeCounty,2.0,0.151,6578.0,6578.0,Compass,Aaron,OCGUZMAAR,15454.0,15454 Saranac Drive,Whittier,1956.0,False,Guzman,1118.0,33.928151,-117.998503,OrangeCounty,2.0,650000.0,2025-06-25,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-25,2025-06-25,90604
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.225,9800.0,9800.0,Elite Realty Services,Jose,ML99690,701.0,701 S Clover Avenue,San Jose,1952.0,False,Reyes,1454.0,37.31447852,-121.94498269,Mlslistings,2.0,1700000.0,2025-06-25,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,3.0,CA,2025-06-25,2025-06-25,95128
LD - Ladera Ranch,2.0,False,False,Two,False,OrangeCounty,3.0,0.1312,5714.0,5714.0,Coldwell Banker Realty,Amy,SSIMSAM1,12.0,12 Beacon,Ladera Ranch,2001.0,False,Sims,3118.0,33.56086,-117.641795,OrangeCounty,3.0,1650000.0,2025-06-25,Residential,Closed,3.0,SingleFamilyResidence,Orange,4.0,CA,2025-05-24,2025-06-25,92694
143 - Manhattan Bch Tree,1.0,False,False,One,False,SouthBay,2.0,0.1102,4800.0,4800.0,"Thompson Team Real Estate, Inc.",Joseph,SBNUZZJOS,1821.0,1821 Laurel Avenue,Manhattan Beach,1951.0,False,Nuzzolo,1739.0,33.891956,-118.404539,SouthBay,1.0,3400000.0,2025-06-24,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-04-04,2025-06-24,90266
Unknown,2.0,False,False,Two,False,Oakland,2.0,0.1338,5830.0,5830.0,Compass,Teresa,BMLS-R01731096,5431.0,5431 Masonic Ave,Oakland,1941.0,False,Baum,1196.0,37.8342846,-122.2237524,Oakland,2.0,1284390.0,2025-06-25,Residential,Closed,2.0,SingleFamilyResidence,Alameda,2.0,CA,2025-06-25,2025-06-25,94618-2635
85 - Yorba Linda,1.0,False,False,One,False,Mrmls,3.0,0.5051,22000.0,22000.0,None MRML,NONE,NONE,19221.0,19221 Stonecrest Lane,Yorba Linda,1976.0,False,NONE,2300.0,33.875618,-117.800003,PacificWest,3.0,2250000.0,2025-06-25,Residential,Closed,3.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-25,2025-06-25,92886
STUD - Studio City,2.0,False,False,Two,False,Southland,2.0,0.1493,6502.0,6502.0,The Agency,Steven,SR207061240,4218.0,4218 Shadyglade Avenue,Studio City,2017.0,False,Ejiofor,3762.0,34.147299,-118.401578,BeverlyHillsGreaterLa,6.0,3825000.0,2025-06-25,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,5.0,CA,2025-06-25,2025-06-25,91604
MC - Mission Viejo Central,1.0,False,False,One,False,OrangeCounty,2.0,0.1326,5775.0,5775.0,Realty One Group West,Patty,SKARIPAT,28442.0,28442 La Noche,Mission Viejo,1979.0,False,Karimi,1120.0,33.611411,-117.633538,OrangeCounty,2.0,900000.0,2025-06-25,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-25,2025-06-25,92692
623 - Glassel Park,1.0,False,False,ThreeOrMore,False,BeverlyHillsGreaterLa,2.0,0.0327,1426.0,1426.0,Keller Williams Realty Los Feliz,Kimberly,CLW-C127906,3843.0,3843 N Riley Lane,Los Angeles,2025.0,False,Brill,1642.0,34.119949,-118.232407,BeverlyHillsGreaterLa,3.0,1220425.0,2025-06-24,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-06-21,2025-06-24,90065
92024 - Encinitas,2.0,False,False,Two,False,SanDiego,0.0,0.18,7840.0,7840.0,Compass,Sander,SAND-695025,1067.0,1067 Neptune Avenue,Encinitas,1990.0,False,Harth,1910.0,33.067640000000004,-117.305319,NorthSanDiegoCounty,4.0,3485000.0,2025-06-24,Residential,Closed,0.0,SingleFamilyResidence,San Diego,4.0,CA,2025-06-08,2025-06-24,92024
699 - Not Defined,1.0,False,False,Unknown,False,Unknown,2.0,0.15,6534.0,6534.0,Unknown,Vincent,ML479271,2624.0,2624 51st Street,Sacramento,1961.0,False,Rossi,980.0,38.55098238,-121.44611666,Mlslistings,1.0,572335.0,2025-06-23,Residential,Closed,2.0,SingleFamilyResidence,Sacramento,2.0,CA,2025-06-24,2025-06-23,95817
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1911,8325.0,8325.0,Intero Real Estate Services,Matt,ML5098632,5558.0,5558 Sandmound Boulevard,Oakley,1981.0,False,Nguyen,1500.0,38.00559970000001,-121.62823316,Mlslistings,2.0,640000.0,2025-06-02,Residential,Closed,4.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-06-24,2025-06-02,94561
92128 - Rancho Bernardo,1.0,False,False,One,False,NorthSanDiegoCounty,1.0,0.1538,6700.0,6700.0,Redfin Corporation,Casey,104323,16941.0,16941 Dominican Dr,San Diego,1964.0,False,Cooke,1476.0,33.02008218,-117.06885369,SanDiego,2.0,890000.0,2025-06-23,Residential,Closed,2.0,SingleFamilyResidence,San Diego,2.0,CA,2025-06-06,2025-06-23,92128
92129 - Rancho Penasquitos,2.0,False,False,Two,False,SanDiego,2.0,0.1178,5132.0,5132.0,RE/MAX Connections,David,SAND-649641,13856.0,13856 Paseo Cardiel,San Diego,1976.0,False,Crowell,1843.0,32.96680792,-117.11592748,SanDiego,3.0,944000.0,2025-06-24,Residential,Closed,4.0,SingleFamilyResidence,San Diego,4.0,CA,2025-06-24,2025-06-24,92129
274 - San Bernardino,1.0,False,False,One,False,PacificWest,2.0,0.1125,4900.0,4900.0,The Realty Co,Adrian,PWADRVIL,3376.0,3376 N G St,San Bernardino,1950.0,False,Villalobos,1602.0,34.152684,-117.298784,PacificWest,2.0,555000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-06-02,2025-06-26,92405
Unknown,1.0,False,False,ThreeOrMore,False,Mlslistings,2.0,0.0341,1487.0,1487.0,Coldwell Banker Realty,Kevin,CCBE-MLL5099857,43140.0,43140 Calle Sagrada,Fremont,2020.0,False,Tao,2268.0,37.53490398,-121.922818,BayEast,4.0,2030000.0,2025-06-16,Residential,Closed,2.0,SingleFamilyResidence,Alameda,4.0,CA,2025-05-21,2025-06-16,94539
634 - La Canada Flintridge,1.0,False,False,One,False,Southland,2.0,0.3447,15014.0,15014.0,Luxury Collective,David,SR207063849,5748.0,5748 Briartree Drive,La Canada Flintridge,1965.0,False,Cid,2261.0,34.220387,-118.19321399999998,Southland,2.0,1940000.0,2025-06-24,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-24,2025-06-24,91011
683 - Claremont,1.0,False,False,One,False,CitrusValley,2.0,0.0979,4263.0,4263.0,RE/MAX INNOVATIONS,Robert,C25121,830.0,830 W Highpoint Drive,Claremont,1971.0,False,Harder,1621.0,34.135706,-117.730924,CitrusValley,2.0,1100000.0,2025-06-24,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-04-24,2025-06-24,91711
